gcs_ts,fol_local_ts,fol_sync_off_ms,fol_event,fol_seq,fol_lat,fol_lon,fol_rel_alt,fol_vn,fol_ve,fol_vd,fol_heading,fol_local_x,fol_local_y,fol_local_z,fol_fc_mode,fol_fc_armed,fol_fc_connected,fol_fc_sys_status,fol_batt_v,fol_batt_a,fol_batt_pct,fol_ldr_sysid,fol_ldr_lat,fol_ldr_lon,fol_ldr_alt,fol_ldr_vn,fol_ldr_ve,fol_ldr_vd,fol_ldr_hdg,fol_ldr_fc_mode,fol_ldr_armed,fol_ldr_fc_conn,fol_ldr_batt_v,fol_ldr_guid,fol_ldr_alive,fol_ldr_hb_ts,fol_ldr_stamp,fol_ldr_data_age_s,fol_rssi,fol_remrssi,fol_noise,fol_remnoise,fol_txbuf,fol_rxerrors,fol_radio_alive,fol_cmd_vn,fol_cmd_ve,fol_cmd_vd,fol_cmd_yaw_rate,fol_cmd_type_mask,fol_gcs_cmd,fol_gcs_lat,fol_gcs_lon,fol_mission,fol_guid_mode,fol_dist_m,fol_hz_gps,fol_hz_vel,fol_hz_peer,fol_hz_cmd,ldr_local_ts,ldr_sync_off_ms,ldr_event,ldr_seq,ldr_lat,ldr_lon,ldr_rel_alt,ldr_vn,ldr_ve,ldr_vd,ldr_heading,ldr_local_x,ldr_local_y,ldr_local_z,ldr_fc_mode,ldr_fc_armed,ldr_fc_connected,ldr_fc_sys_status,ldr_batt_v,ldr_batt_a,ldr_batt_pct,ldr_peer_id,ldr_peer_lat,ldr_peer_lon,ldr_peer_alt,ldr_peer_vn,ldr_peer_ve,ldr_peer_vd,ldr_peer_hdg,ldr_peer_fc_mode,ldr_peer_armed,ldr_peer_fc_conn,ldr_peer_batt_v,ldr_peer_guid,ldr_peer_alive,ldr_peer_hb_ts,ldr_peer_stamp,ldr_peer_age_s,ldr_rssi,ldr_remrssi,ldr_noise,ldr_remnoise,ldr_txbuf,ldr_rxerrors,ldr_radio_alive,ldr_gcs_cmd,ldr_gcs_lat,ldr_gcs_lon,ldr_dist_m,ldr_hz_gps,ldr_hz_vel,ldr_hz_peer,true_dist_m
1772707823.919205,1772707825.50838,-1589.18,GUID,1,28.3743389,77.0696199,4.528,-0.0056,-0.0054,-0.0011,6.7,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.374339,77.0696198,4.524,0.0,0.0,0.0,6.8,4,False,True,0.0,3,True,1772707824.628,1772707825.418,0.0908,248,248,112,109,94,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.015,20.0,20.0,20.0,10.0,1772707826.421442,-2537.13,PEER,12,28.3743388,77.06962,4.512,-0.0043,0.0035,-0.0011,6.7,-4.3688,-4.0098,4.5122,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743883,77.0696884,4.093,3.83,-0.15,-0.11,3.5,4,False,True,0.0,3,True,1772707826.22,1772707826.36,0.0615,247,248,103,111,95,2,True,4,0.0,0.0,8.685,20.0,20.0,20.0,0.021814123001579287
1772707823.92953,1772707825.518705,-1589.18,PEER,2,28.3743389,77.0696199,4.528,-0.0056,-0.0054,-0.0011,6.7,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1048,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.404,20.0,20.0,20.0,10.0,1772707826.462283,-2537.13,POSE,13,28.3743954,77.069688,4.121,3.9746,-0.0105,-0.0622,4.8,0.047,0.9334,6.9012,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743883,77.0696884,4.093,3.83,-0.15,-0.11,3.5,4,False,True,0.0,3,True,1772707826.22,1772707826.36,0.1024,247,248,103,111,95,2,True,4,0.0,0.0,0.792,20.0,20.0,20.0,9.176879614466767
1772707823.965451,1772707825.554625,-1589.18,GPS,2,28.3743662,77.0696904,4.528,-0.0056,-0.0054,-0.0011,6.7,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1408,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.776,20.0,20.0,20.0,10.0,1772707826.497055,-2537.13,PEER,13,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.06962,4.521,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.241,0.2559,248,248,116,110,98,2,True,4,0.0,0.0,0.019,20.0,20.0,20.0,7.5309761840776925
1772707823.965852,1772707825.555028,-1589.18,ALT,2,28.3743662,77.0696904,4.073,-0.0056,-0.0054,-0.0011,6.7,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1412,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.628,20.0,20.0,20.0,10.0,1772707826.497055,-2537.13,PEER,13,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.06962,4.521,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.241,0.2559,248,248,116,110,98,2,True,4,0.0,0.0,0.019,20.0,20.0,20.0,7.543562638776549
1772707823.967065,1772707825.55624,-1589.18,HDG,2,28.3743662,77.0696904,4.073,-0.0056,-0.0054,-0.0011,0.1,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1424,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.628,20.0,20.0,20.0,10.0,1772707826.497055,-2537.13,PEER,13,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.06962,4.521,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.241,0.2559,248,248,116,110,98,2,True,4,0.0,0.0,0.019,20.0,20.0,20.0,7.543562638776549
1772707823.968409,1772707825.557584,-1589.18,VEL,2,28.3743662,77.0696904,4.073,3.0964,-0.2265,0.0295,0.1,-4.3878,-3.9981,4.5286,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1437,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.628,20.0,20.0,20.0,10.0,1772707826.497055,-2537.13,PEER,13,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.06962,4.521,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.241,0.2559,248,248,116,110,98,2,True,4,0.0,0.0,0.019,20.0,20.0,20.0,7.543562638776549
1772707823.968993,1772707825.558168,-1589.18,POSE,2,28.3743662,77.0696904,4.073,3.0964,-0.2265,0.0295,0.1,0.2788,-2.3246,6.8532,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1443,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.628,20.0,20.0,20.0,10.0,1772707826.497055,-2537.13,PEER,13,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.06962,4.521,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.241,0.2559,248,248,116,110,98,2,True,4,0.0,0.0,0.019,20.0,20.0,20.0,7.543562638776549
1772707823.99238,1772707825.581552,-1589.18,GPS,3,28.3743389,77.0696199,4.073,3.0964,-0.2265,0.0295,0.1,0.2788,-2.3246,6.8532,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1677,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.39,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.4365817902393813
1772707823.992876,1772707825.58205,-1589.18,ALT,3,28.3743389,77.0696199,4.531,3.0964,-0.2265,0.0295,0.1,0.2788,-2.3246,6.8532,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1682,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.404,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707823.993255,1772707825.58243,-1589.18,HDG,3,28.3743389,77.0696199,4.531,3.0964,-0.2265,0.0295,6.7,0.2788,-2.3246,6.8532,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1686,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.404,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707823.995807,1772707825.584982,-1589.18,VEL,3,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,0.2788,-2.3246,6.8532,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1711,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.404,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707823.996517,1772707825.585692,-1589.18,POSE,3,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743606,77.0696912,4.073,2.93,-0.18,-0.06,358.9,4,False,True,0.0,3,True,1772707825.292,1772707825.414,0.1718,248,248,104,115,93,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,7.404,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707824.001387,1772707825.59056,-1589.18,PEER,3,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.0696199,4.528,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707825.553,0.0371,248,248,112,109,94,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.003,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707824.017432,1772707825.606605,-1589.18,MISSION,2,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.0696199,4.528,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707825.553,0.0531,248,248,112,109,94,2,True,-0.5,0.25,-0.3621,0.0,3527,4,0.0,0.0,FOLLOW,3,0.003,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707824.019121,1772707825.608295,-1589.18,CMD,2,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.0696199,4.528,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707825.553,0.0548,248,248,112,109,94,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.003,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707824.019831,1772707825.609005,-1589.18,GUID,2,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743389,77.0696199,4.528,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707825.553,0.0555,248,248,112,109,94,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.003,20.0,20.0,20.0,10.0,1772707826.5214,-2537.13,PEER,14,28.3743388,77.0696201,4.509,-0.0039,0.005,-0.0006,6.7,-4.3664,-4.011,4.5091,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.0383,247,248,103,111,95,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03149062667879356
1772707824.028535,1772707825.617709,-1589.18,PEER,4,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.0384,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.471,20.0,20.0,20.0,10.0,1772707826.563022,-2537.13,VEL,15,28.3743991,77.0696879,4.133,4.1421,0.0475,0.0011,5.5,0.0357,1.3461,6.9136,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.08,247,248,103,111,95,2,True,4,0.0,0.0,0.814,20.0,20.0,20.0,9.456643577957163
1772707824.063617,1772707825.652789,-1589.18,STATE,1,28.3743389,77.0696199,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.0734,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.471,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,0.03672410065097807
1772707824.06592,1772707825.655094,-1589.18,GPS,4,28.3743691,77.06969,4.531,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.0757,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.795,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,7.6322774141704315
1772707824.066616,1772707825.655791,-1589.18,ALT,4,28.3743691,77.06969,4.071,-0.0049,-0.0037,-0.0023,6.7,-4.385,-3.9993,4.5318,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.0764,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.65,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,7.64438215468432
1772707824.066991,1772707825.656167,-1589.18,HDG,4,28.3743691,77.06969,4.071,-0.0049,-0.0037,-0.0023,1.0,-4.385,-3.9993,4.5318,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.0768,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.65,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,7.64438215468432
1772707824.069132,1772707825.658306,-1589.18,POSE,4,28.3743691,77.06969,4.071,-0.0049,-0.0037,-0.0023,1.0,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.079,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.65,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,7.64438215468432
1772707824.071135,1772707825.660309,-1589.18,VEL,4,28.3743691,77.06969,4.071,3.0987,-0.2048,0.0028,1.0,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.081,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,0.65,20.0,20.0,20.0,10.0,1772707826.596928,-2537.13,PEER,15,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,1,28.3743388,77.06962,4.512,0.0,0.0,0.0,6.7,4,False,True,0.0,3,True,1772707825.546,1772707826.498,0.099,248,248,116,110,98,2,True,4,0.0,0.0,0.014,20.0,20.0,20.0,7.64438215468432
1772707824.091654,1772707825.680827,-1589.18,GPS,5,28.3743389,77.0696199,4.071,3.0987,-0.2048,0.0028,1.0,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.1015,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.457,20.0,20.0,20.0,10.0,1772707826.621456,-2537.13,PEER,16,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.1383,247,248,117,115,96,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.4315885303951244
1772707824.093089,1772707825.682264,-1589.18,ALT,5,28.3743389,77.0696199,4.533,3.0987,-0.2048,0.0028,1.0,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.1029,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.471,20.0,20.0,20.0,10.0,1772707826.621456,-2537.13,PEER,16,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.1383,247,248,117,115,96,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03832309445521341
1772707824.093549,1772707825.682724,-1589.18,HDG,5,28.3743389,77.0696199,4.533,3.0987,-0.2048,0.0028,6.7,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.1034,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.471,20.0,20.0,20.0,10.0,1772707826.621456,-2537.13,PEER,16,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.1383,247,248,117,115,96,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03832309445521341
1772707824.095881,1772707825.685056,-1589.18,VEL,5,28.3743389,77.0696199,4.533,-0.0045,-0.0021,-0.0028,6.7,0.24,-2.0005,6.8513,GUIDED,False,True,3,0.0,0.0,-1.0,2,28.3743633,77.0696908,4.074,3.1,-0.21,-0.01,359.3,4,False,True,0.0,3,True,1772707825.292,1772707825.579,0.1057,247,248,103,111,95,2,True,-0.25,0.0,-0.4181,0.0,3527,4,0.0,0.0,FOLLOW,3,7.471,20.0,20.0,20.0,10.0,1772707826.621456,-2537.13,PEER,16,28.3743388,77.0696201,4.502,-0.0045,0.0067,-0.0001,6.7,-4.3633,-4.0132,4.502,GUIDED,False,True,5,0.0,0.0,-1.0,2,28.3743918,77.0696882,4.108,3.74,-0.1,-0.11,4.2,4,False,True,0.0,3,True,1772707826.22,1772707826.483,0.1383,247,248,117,115,96,2,True,4,0.0,0.0,8.914,20.0,20.0,20.0,0.03832309445521341
