gcs_ts,local_ts,sync_off_ms,event,seq,lat,lon,rel_alt,vn,ve,vd,heading,local_x,local_y,local_z,fc_mode,fc_armed,fc_connected,fc_sys_status,batt_v,batt_a,batt_pct,ldr_sysid,ldr_lat,ldr_lon,ldr_alt,ldr_vn,ldr_ve,ldr_vd,ldr_hdg,ldr_fc_mode,ldr_armed,ldr_fc_conn,ldr_batt_v,ldr_guid,ldr_alive,ldr_hb_ts,ldr_stamp,ldr_data_age_s,rssi,remrssi,noise,remnoise,txbuf,rxerrors,radio_alive,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_rate,cmd_type_mask,gcs_cmd,gcs_lat,gcs_lon,mission,guid_mode,dist_m,hz_gps,hz_vel,hz_peer,hz_cmd
1772707810.860759,1772707810.860759,0.00,MISSION,1,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707810.906607,1772707810.906607,0.00,MISSION,2,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.006768,1772707811.006768,0.00,MISSION,3,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.106843,1772707811.106843,0.00,MISSION,4,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.206892,1772707811.206892,0.00,MISSION,5,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.306797,1772707811.306797,0.00,MISSION,6,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.406927,1772707811.406927,0.00,MISSION,7,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.506789,1772707811.506789,0.00,MISSION,1,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.609301,1772707811.609301,0.00,MISSION,2,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
1772707811.707646,1772707811.707646,0.00,MISSION,3,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,?,False,False,0,0.00,0.00,-1.000,0,0.00000000,0.00000000,0.000,0.0000,0.0000,0.0000,0.0,0,False,False,0.00,0,False,0.000,0.000,-1,0,0,0,0,0,0,False,0.0000,0.0000,0.0000,0.0000,0,0,0.0000000,0.0000000,IDLE,0,-1,0.0,0.0,0.0,0.0
